Source,Month of Year,Device Category,Ad Content,Sessions,Users,New Users,Pageviews,Session Duration,Calculated AToS
Aptus,202106,mobile,AptusDermicoolDistributionDTP.NU1825.320x50,4,3,1,7,30,0.000347222
Aptus,202106,mobile,AptusDermicoolDistributionDTP.NU1826.300x250,1,1,1,1,0,0
Aptus,202106,mobile,AptusDermicoolLTCDTP.NU1545.320x50,6,2,0,6,0,0
Aptus,202106,mobile,AptusDermicoolLTCDTP.NU1570.320x50,1,1,0,1,0,0
Aptus,202106,mobile,AptusDermicoolLTCHCP.NU1831.300x250,1,1,1,1,0,0
Aptus,202106,mobile,AptusDermicoolRetailDTP.NU1712.320x50,3,3,3,3,0,0
Aptus,202106,mobile,AptusDermicoolRetailDTP.NU1713.300x250,1,1,0,2,12,0.000138889
Aptus,202106,mobile,AptusDermicoolRetailDTP.NU1714.300x250,20,6,3,34,1148,0.013287037
Aptus,202106,mobile,DistributionDTC.NU1546.1,886,689,687,1018,22267,0.257719907
Aptus,202106,mobile,DistributionDTC.NU1570.1,5,2,1,1,1,1.15741E-05
Aptus,202106,mobile,DistributionDTC.NU1623Unbranded50.300,424,340,329,472,10237,0.118483796
Aptus,202106,mobile,DistributionDTC.NU1624UnbrandedSymp.300,319,278,264,352,8090,0.093634259
Aptus,202106,mobile,DistributionDTC.NU1624UnbrandedSymp.320,1756,1449,1423,1992,33376,0.386296296
Aptus,202106,mobile,DistributionDTC.NU1715.1,1437,1247,1241,1629,37142,0.429884259
Aptus,202106,tablet,DistributionDTC.NU1546.1,10,7,7,13,173,0.002002315
Aptus,202106,tablet,DistributionDTC.NU1623Unbranded50.300,4,4,4,5,8,9.25926E-05
Aptus,202106,tablet,DistributionDTC.NU1624UnbrandedSymp.300,9,7,6,10,120,0.001388889
Aptus,202106,tablet,DistributionDTC.NU1624UnbrandedSymp.320,20,20,20,25,64,0.000740741
Aptus,202106,tablet,DistributionDTC.NU1715.1,8,5,5,10,78,0.000902778
Facebook,202106,cross device,FBNU1770.FBNU1770.1,836,587,568,670,21037,0.243483796
Facebook,202106,cross device,FBNU1795.FBNU1795.1,650,631,607,713,8303,0.096099537
Facebook,202106,cross device,FBNU1796.FBNU1796.1,58,56,52,60,460,0.005324074
GoodRx,202106,desktop,BSDermicool.NU1559Branded.728,1,1,1,1,0,0
GoodRx,202106,desktop,BSDermicoolQuetiapine.NU1559Branded.160,2,1,1,2,0,0
GoodRx,202106,desktop,BSDermicoolQuetiapine.NU1559Branded.728,5,5,5,8,1,1.15741E-05
GoodRx,202106,mobile,BSDermicoolParkinsonDisease.NU1559Branded.728,1,1,1,1,0,0
GoodRx,202106,tablet,BSDermicool.NU1559Branded.728,1,1,1,5,140,0.00162037
GoodRx,202106,tablet,BSDermicoolQuetiapine.NU1559Branded.728,1,1,1,1,0,0
HealthUnion,202106,desktop,ConditionCenter.NU1559Branded.160,2,2,2,2,0,0
HealthUnion,202106,desktop,ConditionCenter.NU1559Branded.300,5,5,4,5,747,0.008645833
HealthUnion,202106,desktop,ConditionCenter.NU1559Branded.728,4,4,3,7,987,0.011423611
HealthUnion,202106,desktop,ConditionCenter.NU1623Unbranded50.300,2,2,2,2,0,0
HealthUnion,202106,desktop,SDDisplay.NU1559Branded.160,2,2,2,2,0,0
HealthUnion,202106,desktop,SDDisplay.NU1559Branded.300,6,6,5,7,87,0.001006944
HealthUnion,202106,desktop,SDDisplay.NU1623Unbranded50.300,1,1,1,1,0,0
HealthUnion,202106,desktop,SDDisplay.NU1623Unbranded50.728,1,1,1,1,0,0
HealthUnion,202106,desktop,SDDisplay.NU1624UnbrandedSymp.160,1,1,1,1,0,0
HealthUnion,202106,desktop,SDDisplay.NU1624UnbrandedSymp.300,3,3,3,4,65,0.000752315
HealthUnion,202106,desktop,SDDisplay.NU1624UnbrandedSymp.728,1,1,1,1,0,0
HealthUnion,202106,desktop,SDDisplayAV.NU1559Branded.300,3,3,3,4,11,0.000127315
HealthUnion,202106,mobile,ConditionCenter.NU1559Branded.300,22,21,19,29,1232,0.014259259
HealthUnion,202106,mobile,ConditionCenter.NU1623Unbranded50.300,27,23,20,29,3449,0.039918981
HealthUnion,202106,mobile,ConditionCenter.NU1624UnbrandedSymp.300,15,15,13,16,985,0.011400463
HealthUnion,202106,mobile,SDDisplay.NU1559Branded.300,27,27,25,31,390,0.004513889
HealthUnion,202106,mobile,SDDisplay.NU1623Unbranded50.300,7,7,6,12,747,0.008645833
HealthUnion,202106,mobile,SDDisplay.NU1624UnbrandedSymp.300,8,8,6,9,2,2.31481E-05
HealthUnion,202106,mobile,SDDisplay.NU1624UnbrandedSymp.320,1,1,1,1,0,0
HealthUnion,202106,mobile,SDDisplayAV.NU1559Branded.300,1,1,1,1,0,0
HealthUnion,202106,mobile,SDDisplayAV.NU1623Unbranded50.300,2,1,1,2,0,0
HealthUnion,202106,mobile,SDDisplayAV.NU1624UnbrandedSymp.300,5,5,5,5,0,0
HealthUnion,202106,mobile,SDDisplayAV.NU1624UnbrandedSymp.320,1,1,1,2,339,0.003923611
HealthUnion,202106,tablet,ConditionCenter.NU1559Branded.160,1,1,1,1,0,0
HealthUnion,202106,tablet,ConditionCenter.NU1559Branded.300,3,3,3,3,0,0
HealthUnion,202106,tablet,ConditionCenter.NU1623Unbranded50.728,2,2,2,2,371,0.004293981
HealthUnion,202106,tablet,ConditionCenter.NU1624UnbrandedSymp.300,1,1,1,1,0,0
HealthUnion,202106,tablet,ConditionCenter.NU1624UnbrandedSymp.728,1,1,1,1,280,0.003240741
HealthUnion,202106,tablet,SDDisplay.NU1623Unbranded50.300,1,1,1,1,0,0
HealthUnion,202106,tablet,SDDisplay.NU1623Unbranded50.728,1,1,1,1,0,0
HealthUnion,202106,tablet,SDDisplay.NU1624UnbrandedSymp.160,1,1,1,1,0,0
HealthUnion,202106,tablet,SDDisplay.NU1624UnbrandedSymp.300,2,2,2,2,59,0.00068287
MediaIQ,202106,desktop,SDPCrossixSegment.NU1559Branded.160,3,3,3,36,311,0.003599537
MediaIQ,202106,desktop,SDPCrossixSegment.NU1559Branded.300,10,10,10,90,787,0.009108796
MediaIQ,202106,desktop,SDPCrossixSegment.NU1559Branded.728,3,3,3,45,269,0.003113426
MediaIQ,202106,desktop,SDPCrossixSegment.NU1623Unbranded50.160,2,2,2,2,0,0
MediaIQ,202106,desktop,SDPCrossixSegment.NU1623Unbranded50.300,5,5,5,5,0,0
MediaIQ,202106,desktop,SDPCrossixSegment.NU1623Unbranded50.728,3,3,3,3,0,0
MediaIQ,202106,desktop,SDPCrossixSegment.NU1624UnbrandedSymp.160,4,4,4,4,0,0
MediaIQ,202106,desktop,SDPCrossixSegment.NU1624UnbrandedSymp.300,5,5,5,5,0,0
MediaIQ,202106,desktop,SDPCrossixSegment.NU1624UnbrandedSymp.320,10,10,10,10,0,0
MediaIQ,202106,desktop,SDPCrossixSegment.NU1624UnbrandedSymp.728,6,6,6,6,0,0
MediaIQ,202106,desktop,SDPSwoopSegment.NU1559Branded.160,9,9,9,92,694,0.008032407
MediaIQ,202106,desktop,SDPSwoopSegment.NU1559Branded.300,19,19,19,170,1567,0.018136574
MediaIQ,202106,desktop,SDPSwoopSegment.NU1559Branded.728,20,17,17,76,367,0.004247685
MediaIQ,202106,desktop,SDPSwoopSegment.NU1623Unbranded50.160,2,2,2,2,0,0
MediaIQ,202106,desktop,SDPSwoopSegment.NU1623Unbranded50.300,5,5,5,5,0,0
MediaIQ,202106,desktop,SDPSwoopSegment.NU1623Unbranded50.728,9,9,9,9,0,0
MediaIQ,202106,desktop,SDPSwoopSegment.NU1624UnbrandedSymp.160,1,1,1,1,0,0
MediaIQ,202106,desktop,SDPSwoopSegment.NU1624UnbrandedSymp.300,7,7,7,7,0,0
MediaIQ,202106,desktop,SDPSwoopSegment.NU1624UnbrandedSymp.320,17,17,17,17,0,0
MediaIQ,202106,desktop,SDPSwoopSegment.NU1624UnbrandedSymp.728,13,11,11,13,0,0
MediaIQ,202106,mobile,SDPCrossixSegment.NU1559Branded.300,17,15,15,18,0,0
MediaIQ,202106,mobile,SDPCrossixSegment.NU1623Unbranded50.300,9,9,9,10,14,0.000162037
MediaIQ,202106,mobile,SDPCrossixSegment.NU1624UnbrandedSymp.300,14,10,10,15,53,0.000613426
MediaIQ,202106,mobile,SDPCrossixSegment.NU1624UnbrandedSymp.320,360,305,303,399,10041,0.116215278
MediaIQ,202106,mobile,SDPSwoopSegment.NU1559Branded.300,17,17,17,18,0,0
MediaIQ,202106,mobile,SDPSwoopSegment.NU1559Branded.728,5,4,4,5,0,0
MediaIQ,202106,mobile,SDPSwoopSegment.NU1623Unbranded50.300,18,18,18,18,0,0
MediaIQ,202106,mobile,SDPSwoopSegment.NU1623Unbranded50.728,3,2,2,4,1,1.15741E-05
MediaIQ,202106,mobile,SDPSwoopSegment.NU1624UnbrandedSymp.300,9,9,9,9,0,0
MediaIQ,202106,mobile,SDPSwoopSegment.NU1624UnbrandedSymp.320,200,184,178,219,3501,0.040520833
MediaIQ,202106,mobile,SDPSwoopSegment.NU1624UnbrandedSymp.728,3,3,3,3,0,0
MediaIQ,202106,tablet,SDPCrossixSegment.NU1559Branded.300,2,2,2,2,0,0
MediaIQ,202106,tablet,SDPCrossixSegment.NU1623Unbranded50.300,1,1,1,1,0,0
MediaIQ,202106,tablet,SDPCrossixSegment.NU1624UnbrandedSymp.300,1,1,1,1,0,0
MediaIQ,202106,tablet,SDPCrossixSegment.NU1624UnbrandedSymp.320,15,14,14,20,84,0.000972222
MediaIQ,202106,tablet,SDPSwoopSegment.NU1559Branded.160,1,1,1,1,0,0
MediaIQ,202106,tablet,SDPSwoopSegment.NU1559Branded.300,3,3,3,3,0,0
MediaIQ,202106,tablet,SDPSwoopSegment.NU1559Branded.728,16,13,13,17,5,5.78704E-05
MediaIQ,202106,tablet,SDPSwoopSegment.NU1623Unbranded50.728,6,5,5,6,0,0
MediaIQ,202106,tablet,SDPSwoopSegment.NU1624UnbrandedSymp.320,3,3,3,4,12,0.000138889
MediaIQ,202106,tablet,SDPSwoopSegment.NU1624UnbrandedSymp.728,11,9,9,16,113,0.00130787
Medicx,202106,desktop,SDPCustomCaregiver.NU1559Branded.160,30,29,29,206,1535,0.017766204
Medicx,202106,desktop,SDPCustomCaregiver.NU1559Branded.300,38,38,38,312,2306,0.026689815
Medicx,202106,desktop,SDPCustomCaregiver.NU1559Branded.728,40,40,40,387,2102,0.024328704
Medicx,202106,desktop,SDPCustomCaregiver.NU1623Unbranded50.160,5,5,5,6,27,0.0003125
Medicx,202106,desktop,SDPCustomCaregiver.NU1623Unbranded50.300,11,11,11,12,27,0.0003125
Medicx,202106,desktop,SDPCustomCaregiver.NU1623Unbranded50.728,9,9,9,10,38,0.000439815
Medicx,202106,desktop,SDPCustomCaregiver.NU1624UnbrandedSymp.160,15,15,15,16,26,0.000300926
Medicx,202106,desktop,SDPCustomCaregiver.NU1624UnbrandedSymp.300,12,12,12,12,0,0
Medicx,202106,desktop,SDPCustomCaregiver.NU1624UnbrandedSymp.320,17,17,17,17,0,0
Medicx,202106,desktop,SDPCustomCaregiver.NU1624UnbrandedSymp.728,9,9,9,11,65,0.000752315
Medicx,202106,desktop,SDPCustomPatient.NU1559Branded.160,25,25,25,191,1408,0.016296296
Medicx,202106,desktop,SDPCustomPatient.NU1559Branded.300,32,32,32,331,2591,0.029988426
Medicx,202106,desktop,SDPCustomPatient.NU1559Branded.728,23,23,23,293,1522,0.017615741
Medicx,202106,desktop,SDPCustomPatient.NU1623Unbranded50.160,8,8,8,10,76,0.00087963
Medicx,202106,desktop,SDPCustomPatient.NU1623Unbranded50.300,5,5,5,5,0,0
Medicx,202106,desktop,SDPCustomPatient.NU1623Unbranded50.728,6,6,6,7,27,0.0003125
Medicx,202106,desktop,SDPCustomPatient.NU1624UnbrandedSymp.160,7,7,6,9,31,0.000358796
Medicx,202106,desktop,SDPCustomPatient.NU1624UnbrandedSymp.300,9,9,9,11,65,0.000752315
Medicx,202106,desktop,SDPCustomPatient.NU1624UnbrandedSymp.320,2,2,2,2,0,0
Medicx,202106,desktop,SDPCustomPatient.NU1624UnbrandedSymp.728,7,7,7,9,42,0.000486111
Medicx,202106,mobile,MedicxSDPCustomCaregiver.NU1559Branded.728,1,1,1,1,0,0
Medicx,202106,mobile,SDPCustomCaregiver.NU1559Branded.300,52,49,49,57,2171,0.025127315
Medicx,202106,mobile,SDPCustomCaregiver.NU1559Branded.728,17,17,17,17,0,0
Medicx,202106,mobile,SDPCustomCaregiver.NU1623Unbranded50.300,12,11,11,14,97,0.001122685
Medicx,202106,mobile,SDPCustomCaregiver.NU1623Unbranded50.728,15,11,10,17,27,0.0003125
Medicx,202106,mobile,SDPCustomCaregiver.NU1624UnbrandedSymp.300,11,11,11,12,171,0.001979167
Medicx,202106,mobile,SDPCustomCaregiver.NU1624UnbrandedSymp.320,130,126,125,134,129,0.001493056
Medicx,202106,mobile,SDPCustomCaregiver.NU1624UnbrandedSymp.728,8,8,8,9,1,1.15741E-05
Medicx,202106,mobile,SDPCustomPatient.NU1559Branded.160,4,4,4,4,0,0
Medicx,202106,mobile,SDPCustomPatient.NU1559Branded.300,19,19,19,24,25,0.000289352
Medicx,202106,mobile,SDPCustomPatient.NU1559Branded.728,2,2,2,2,0,0
Medicx,202106,mobile,SDPCustomPatient.NU1623Unbranded50.300,5,5,5,5,0,0
Medicx,202106,mobile,SDPCustomPatient.NU1623Unbranded50.728,4,4,4,4,0,0
Medicx,202106,mobile,SDPCustomPatient.NU1624UnbrandedSymp.300,8,8,8,8,25,0.000289352
Medicx,202106,mobile,SDPCustomPatient.NU1624UnbrandedSymp.320,55,52,52,58,10,0.000115741
Medicx,202106,mobile,SDPCustomPatient.NU1624UnbrandedSymp.728,2,2,2,3,381,0.004409722
Medicx,202106,tablet,SDPCustomCaregiver.NU1559Branded.300,3,3,3,3,0,0
Medicx,202106,tablet,SDPCustomCaregiver.NU1559Branded.728,3,3,3,5,23,0.000266204
Medicx,202106,tablet,SDPCustomCaregiver.NU1624UnbrandedSymp.160,1,1,1,1,0,0
Medicx,202106,tablet,SDPCustomCaregiver.NU1624UnbrandedSymp.320,2,2,2,2,0,0
Medicx,202106,tablet,SDPCustomCaregiver.NU1624UnbrandedSymp.728,2,2,2,3,0,0
Medicx,202106,tablet,SDPCustomPatient.NU1559Branded.728,1,1,1,2,0,0
Medicx,202106,tablet,SDPCustomPatient.NU1624UnbrandedSymp.160,2,2,2,2,0,0
Medicx,202106,tablet,SDPCustomPatient.NU1624UnbrandedSymp.300,1,1,1,1,0,0
MiQ,202106,mobile,MiQCrossixTargeting.SD_1623_v3_50.728,3,2,0,3,0,0
MiQ,202106,mobile,MiQCrossixTargeting.SD_1624_v3_Symptom.728,1,1,0,1,0,0
MiQ,202106,mobile,MiQCrossixTargeting.Dermicool_SDP_DTP_TalkToYourDoctor.728,2,2,2,2,0,0
MiQ,202106,mobile,MiQCrossixTargeting.Dermicool_SDP_DTP_Unbranded_50Messaging.728,3,3,3,3,0,0
ParkinsonsNewsToday,202106,desktop,PNT_ROS_Display.SD_1624_v3_Symptom.300,2,1,1,4,434,0.005023148
ParkinsonsNewsToday,202106,desktop,ROS.NU1559Branded.300,9,8,8,11,154,0.001782407
ParkinsonsNewsToday,202106,desktop,ROS.NU1559Branded.728,12,12,12,12,26,0.000300926
ParkinsonsNewsToday,202106,desktop,ROS.NU1623Unbranded50.300,5,5,5,8,348,0.004027778
ParkinsonsNewsToday,202106,desktop,ROS.NU1623Unbranded50.728,10,10,9,13,799,0.009247685
ParkinsonsNewsToday,202106,desktop,ROS.NU1624UnbrandedSymp.300,4,4,3,4,0,0
ParkinsonsNewsToday,202106,desktop,ROS.NU1624UnbrandedSymp.728,6,6,6,6,50,0.000578704
ParkinsonsNewsToday,202106,mobile,ROS.N,1,1,1,2,35,0.000405093
ParkinsonsNewsToday,202106,mobile,ROS.NU1559Branded.300,33,33,32,38,1654,0.019143519
ParkinsonsNewsToday,202106,mobile,ROS.NU1623Unbranded50.300,28,22,21,44,1416,0.016388889
ParkinsonsNewsToday,202106,mobile,ROS.NU1624UnbrandedSymp.300,15,14,13,18,1209,0.013993056
ParkinsonsNewsToday,202106,tablet,ROS.NU1559Branded.300,4,4,4,4,0,0
ParkinsonsNewsToday,202106,tablet,ROS.NU1623Unbranded50.300,1,1,1,3,6,6.94444E-05
ParkinsonsNewsToday,202106,tablet,ROS.NU1624UnbrandedSymp.300,6,6,5,8,453,0.005243056
PulsePoint,202106,mobile,PulsePointConditionPopulation.SD_1624_v3_Symptom.300,1,1,1,1,0,0
PulsePoint,202106,mobile,PulsePointConditionPopulation.Dermicool_SDP_DTP_TalkToYourDoctor.728,1,1,0,1,0,0
RemedyHealth,202106,desktop,SDPConditionCenter.NU1559Branded.300,7,7,7,8,415,0.004803241
RemedyHealth,202106,desktop,SDPConditionCenter.NU1559Branded.728,6,6,4,14,2406,0.027847222
RemedyHealth,202106,desktop,SDPConditionCenter.NU1623Unbranded50.300,8,7,6,8,0,0
RemedyHealth,202106,desktop,SDPConditionCenter.NU1623Unbranded50.728,1,1,1,1,595,0.006886574
RemedyHealth,202106,desktop,SDPConditionCenter.NU1624UnbrandedSymp.300,6,6,6,7,280,0.003240741
RemedyHealth,202106,desktop,SDPConditionCenter.NU1624UnbrandedSymp.320,1,1,1,1,0,0
RemedyHealth,202106,desktop,SDPConditionCenter.NU1624UnbrandedSymp.728,5,4,3,6,1014,0.011736111
RemedyHealth,202106,desktop,SDSDisplayMedia.NU1559Branded.300,7,7,7,55,1816,0.021018519
RemedyHealth,202106,desktop,SDSDisplayMedia.NU1559Branded.728,1,1,1,1,0,0
RemedyHealth,202106,desktop,SDSDisplayMedia.NU1623Unbranded50.300,5,5,5,5,0,0
RemedyHealth,202106,desktop,SDSDisplayMedia.NU1623Unbranded50.728,1,1,1,1,0,0
RemedyHealth,202106,desktop,SDSDisplayMedia.NU1624UnbrandedSymp.300,4,2,1,4,0,0
RemedyHealth,202106,mobile,SDPConditionCenter.NU1559Branded.300,20,20,18,23,1528,0.017685185
RemedyHealth,202106,mobile,SDPConditionCenter.NU1623Unbranded50.300,4,4,4,5,61,0.000706019
RemedyHealth,202106,mobile,SDPConditionCenter.NU1624UnbrandedSymp.300,9,9,9,9,0,0
RemedyHealth,202106,mobile,SDSDisplayMedia.NU1559Branded.300,13,12,12,14,406,0.004699074
RemedyHealth,202106,mobile,SDSDisplayMedia.NU1559Branded.728,3,3,3,3,0,0
RemedyHealth,202106,mobile,SDSDisplayMedia.NU1623Unbranded50.300,5,5,5,12,1173,0.013576389
RemedyHealth,202106,mobile,SDSDisplayMedia.NU1624UnbrandedSymp.300,11,11,11,14,284,0.003287037
RemedyHealth,202106,mobile,SDSDisplayMedia.NU1624UnbrandedSymp.320,26,25,25,27,191,0.002210648
RemedyHealth,202106,tablet,SDPConditionCenter.NU1559Branded.300,10,8,6,12,253,0.002928241
RemedyHealth,202106,tablet,SDPConditionCenter.NU1559Branded.728,1,1,1,1,0,0
RemedyHealth,202106,tablet,SDPConditionCenter.NU1623Unbranded50.300,1,1,1,1,0,0
RemedyHealth,202106,tablet,SDPConditionCenter.NU1623Unbranded50.728,2,2,2,2,0,0
RemedyHealth,202106,tablet,SDPConditionCenter.NU1624UnbrandedSymp.300,4,4,3,4,0,0
RemedyHealth,202106,tablet,SDSDisplayMedia.NU1559Branded.300,4,4,4,4,0,0
RemedyHealth,202106,tablet,SDSDisplayMedia.NU1623Unbranded50.300,1,1,1,1,0,0
RemedyHealth,202106,tablet,SDSDisplayMedia.NU1624UnbrandedSymp.728,1,1,1,1,0,0
Sharecare,202106,desktop,SDPMR.NU1559Branded.160,4,4,4,15,96,0.001111111
Sharecare,202106,desktop,SDPMR.NU1559Branded.300,9,9,9,79,597,0.006909722
Sharecare,202106,desktop,SDPMR.NU1559Branded.728,38,36,35,81,352,0.004074074
Sharecare,202106,desktop,SDPMR.NU1623Unbranded50.160,2,2,2,2,0,0
Sharecare,202106,desktop,SDPMR.NU1623Unbranded50.728,26,25,25,26,4,4.62963E-05
Sharecare,202106,desktop,SDPMR.NU1624UnbrandedSymp.160,3,3,3,4,252,0.002916667
Sharecare,202106,desktop,SDPMR.NU1624UnbrandedSymp.300,3,3,3,3,0,0
Sharecare,202106,desktop,SDPMR.NU1624UnbrandedSymp.728,19,19,19,19,0,0
Sharecare,202106,desktop,SDPPerformanceDisplay.NU1559Branded.1,41,37,36,51,2590,0.029976852
Sharecare,202106,desktop,SDPPerformanceDisplay.NU1559Branded.300,2,2,2,2,178,0.002060185
Sharecare,202106,mobile,SDPMR.NU1559Branded.160,2,2,2,2,0,0
Sharecare,202106,mobile,SDPMR.NU1559Branded.300,16,16,16,20,27,0.0003125
Sharecare,202106,mobile,SDPMR.NU1559Branded.728,9,9,9,10,0,0
Sharecare,202106,mobile,SDPMR.NU1623Unbranded50.160,1,1,1,1,0,0
Sharecare,202106,mobile,SDPMR.NU1623Unbranded50.300,8,8,8,8,300,0.003472222
Sharecare,202106,mobile,SDPMR.NU1623Unbranded50.728,8,8,8,8,0,0
Sharecare,202106,mobile,SDPMR.NU1624UnbrandedSymp.160,1,1,1,1,0,0
Sharecare,202106,mobile,SDPMR.NU1624UnbrandedSymp.300,6,6,6,7,23,0.000266204
Sharecare,202106,mobile,SDPMR.NU1624UnbrandedSymp.728,8,7,7,8,0,0
Sharecare,202106,mobile,SDPPerformanceDisplay.NU1559Branded.1,355,333,331,476,27835,0.322164352
Sharecare,202106,mobile,SDPPerformanceDisplay.NU1559Branded.300,23,21,20,37,1449,0.016770833
Sharecare,202106,tablet,SDPMR.NU1559Branded.160,3,3,3,4,212,0.002453704
Sharecare,202106,tablet,SDPMR.NU1559Branded.300,1,1,1,1,0,0
Sharecare,202106,tablet,SDPMR.NU1559Branded.728,54,41,41,55,1,1.15741E-05
Sharecare,202106,tablet,SDPMR.NU1623Unbranded50.300,4,2,2,5,0,0
Sharecare,202106,tablet,SDPMR.NU1623Unbranded50.728,14,10,9,20,2116,0.024490741
Sharecare,202106,tablet,SDPMR.NU1624UnbrandedSymp.160,1,1,1,1,0,0
Sharecare,202106,tablet,SDPMR.NU1624UnbrandedSymp.728,14,11,11,14,0,0
Sharecare,202106,tablet,SDPPerformanceDisplay.NU1559Branded.1,25,24,24,30,1727,0.019988426
Swoop,202106,desktop,SDPCustom.NU1559Branded.160,15,15,15,168,1366,0.015810185
Swoop,202106,desktop,SDPCustom.NU1559Branded.300,40,40,40,306,2451,0.028368056
Swoop,202106,desktop,SDPCustom.NU1559Branded.728,79,70,70,292,1305,0.015104167
Swoop,202106,desktop,SDPCustom.NU1623Unbranded50.160,2,2,2,4,9,0.000104167
Swoop,202106,desktop,SDPCustom.NU1623Unbranded50.300,13,13,13,16,17,0.000196759
Swoop,202106,desktop,SDPCustom.NU1623Unbranded50.728,62,49,49,69,1999,0.023136574
Swoop,202106,desktop,SDPCustom.NU1624UnbrandedSymp.160,4,4,4,5,4,4.62963E-05
Swoop,202106,desktop,SDPCustom.NU1624UnbrandedSymp.300,12,12,12,14,8,9.25926E-05
Swoop,202106,desktop,SDPCustom.NU1624UnbrandedSymp.320,13,13,13,13,0,0
Swoop,202106,desktop,SDPCustom.NU1624UnbrandedSymp.728,36,33,33,37,2,2.31481E-05
Swoop,202106,mobile,SDPCustom.NU1559Branded.300,114,90,89,123,1811,0.020960648
Swoop,202106,mobile,SDPCustom.NU1559Branded.728,15,13,13,16,330,0.003819444
Swoop,202106,mobile,SDPCustom.NU1623Unbranded50.300,75,48,46,87,6,6.94444E-05
Swoop,202106,mobile,SDPCustom.NU1623Unbranded50.728,49,40,38,59,3204,0.037083333
Swoop,202106,mobile,SDPCustom.NU1624UnbrandedSymp.300,49,45,45,57,700,0.008101852
Swoop,202106,mobile,SDPCustom.NU1624UnbrandedSymp.320,97,79,76,123,2590,0.029976852
Swoop,202106,mobile,SDPCustom.NU1624UnbrandedSymp.728,68,53,52,76,3076,0.035601852
Swoop,202106,tablet,SDPCustom.NU1559Branded.160,1,1,1,1,0,0
Swoop,202106,tablet,SDPCustom.NU1559Branded.300,4,4,4,4,0,0
Swoop,202106,tablet,SDPCustom.NU1559Branded.728,56,45,45,58,333,0.003854167
Swoop,202106,tablet,SDPCustom.NU1623Unbranded50.300,4,2,2,4,0,0
Swoop,202106,tablet,SDPCustom.NU1623Unbranded50.728,34,27,27,36,86,0.00099537
Swoop,202106,tablet,SDPCustom.NU1624UnbrandedSymp.300,2,2,2,2,0,0
Swoop,202106,tablet,SDPCustom.NU1624UnbrandedSymp.320,10,6,5,10,0,0
Swoop,202106,tablet,SDPCustom.NU1624UnbrandedSymp.728,23,13,13,23,0,0
WebMD,202106,desktop,AudienceSDOnly.NU1559Branded.160,7,7,7,7,0,0
WebMD,202106,desktop,AudienceSDOnly.NU1559Branded.300,12,11,10,13,16,0.000185185
WebMD,202106,desktop,AudienceSDOnly.NU1559Branded.728,12,12,12,14,54,0.000625
WebMD,202106,desktop,AudienceSDOnly.NU1623Unbranded50.160,2,2,1,2,0,0
WebMD,202106,desktop,AudienceSDOnly.NU1623Unbranded50.300,13,13,13,15,1161,0.0134375
WebMD,202106,desktop,AudienceSDOnly.NU1623Unbranded50.728,7,7,7,9,435,0.005034722
WebMD,202106,desktop,AudienceSDOnly.NU1624UnbrandedSymp.160,5,5,5,6,509,0.005891204
WebMD,202106,desktop,AudienceSDOnly.NU1624UnbrandedSymp.300,7,6,5,9,887,0.010266204
WebMD,202106,desktop,AudienceSDOnly.NU1624UnbrandedSymp.728,13,13,13,13,0,0
WebMD,202106,desktop,NUMonographAV.NU1623Unbranded50.300,1,1,1,1,0,0
WebMD,202106,desktop,RotationalBannerSDConditionCenter.NU1559Branded.160,18,18,18,20,150,0.001736111
WebMD,202106,desktop,RotationalBannerSDConditionCenter.NU1559Branded.300,19,19,19,22,189,0.0021875
WebMD,202106,desktop,RotationalBannerSDConditionCenter.NU1559Branded.728,8,8,7,9,31,0.000358796
WebMD,202106,desktop,RotationalBannerSDConditionCenter.NU1623Unbranded50.160,9,8,7,10,1084,0.012546296
WebMD,202106,desktop,RotationalBannerSDConditionCenter.NU1623Unbranded50.300,7,7,7,8,80,0.000925926
WebMD,202106,desktop,RotationalBannerSDConditionCenter.NU1623Unbranded50.728,11,11,10,14,1310,0.015162037
WebMD,202106,desktop,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.160,9,8,8,14,411,0.004756944
WebMD,202106,desktop,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300,7,7,7,7,0,0
WebMD,202106,desktop,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.728,9,9,8,9,0,0
WebMD,202106,desktop,WebMDNUMonographWebMDAV.NU1623Unbranded50.300,1,1,0,1,0,0
WebMD,202106,desktop,WebMDRotationalBannerSDConditionCenter.NU1623Unbranded50.300,1,1,0,1,0,0
WebMD,202106,mobile,AudienceSDOnly.NU1559Branded.300,78,75,72,121,7403,0.08568287
WebMD,202106,mobile,AudienceSDOnly.NU1623Unbranded50.300,31,30,29,38,2911,0.03369213
WebMD,202106,mobile,AudienceSDOnly.NU1624UnbrandedSymp.300,58,51,48,75,3811,0.044108796
WebMD,202106,mobile,NUMonographAV.NU1559Branded.300,1,1,0,1,0,0
WebMD,202106,mobile,RotationalBannerSDConditionCenter.NU1559Branded.300,62,56,55,74,3046,0.03525463
WebMD,202106,mobile,RotationalBannerSDConditionCenter.NU1623Unbranded50.300,37,34,32,39,173,0.002002315
WebMD,202106,mobile,RotationalBannerSDConditionCenter.NU1623Unbranded50.728,1,1,1,1,0,0
WebMD,202106,mobile,RotationalBannerSDConditionCenter.NU1624UnbrandedSymp.300,37,36,31,42,764,0.008842593
